Year of enrolment,ID,CS101,CS102,MA101,MA112,MA121,GS101,GS102,PH101,PH102,PH103,PH104,ST111,ST112,ST121,ST122,ST132,CS201,CS202,CS203,CS204,MA201,MA202,MA211,MA212,MA272,GS202,GS203,OR201,OR202,ST203,ST204,ST211,CS301,CS302,CS303,CS304,CS305,CS306,CS307,CS308,CS309,CS311,CS312,CS314,MA307,MA308,MA381,MA382,MA392,CS497,CS501,CS502,CS503,CS504,CS505,CS506,CS507,CS508,CS509,CS510,CS512,CS597,CS598,MA419,SW499,MM507
,ST83,59,48,40,50,52,48,56,69,50,48,54,40,40,55,40,58,46,40,40,68,44,40,51,54,44,59,46,40,60,51,55,40,44,80,52,48,67,57,41,54,63,51,40,56,40,41,60,60,60,66,46,68,57,44,49,62,55,70,40,68,59,68,74,54,66,47
,ST84,67,46,40,40,43,52,42,62,40,53,48,40,40,40,40,40,45,50,40,50,40,40,57,42,40,61,51,40,41,41,60,40,46,56,51,43,73,40,40,46,46,61,42,56,50,42,54,41,46,69,40,45,40,40,40,51,42,65,40,64,62,77,75,47,69,61
,ST85,47,41,43,54,47,54,50,40,40,51,42,45,40,49,40,41,40,66,46,40,46,40,41,40,52,58,62,42,52,41,40,40,42,50,46,51,68,47,49,52,43,45,54,58,42,40,40,50,46,57,50,52,40,47,50,58,55,65,45,74,58,57,56,51,57,40
,ST86,71,53,40,50,52,73,56,54,40,44,50,40,72,43,40,42,56,60,40,68,45,44,40,40,41,61,60,50,40,54,45,40,45,81,55,45,78,50,54,58,55,67,61,58,41,41,40,54,46,67,61,68,53,48,58,65,45,59,50,78,71,70,64,52,67,55
,ST87,40,48,63,50,40,62,58,50,40,40,53,40,40,45,40,41,52,47,40,77,45,43,42,40,65,59,64,40,73,40,48,40,53,78,61,60,69,52,52,40,40,58,58,51,56,60,62,42,46,62,46,68,44,51,51,41,44,64,43,74,59,64,60,47,62,52
,ST88,54,50,50,40,40,58,53,41,56,40,56,40,54,40,40,40,68,54,42,63,50,40,40,40,42,58,52,68,60,60,40,40,48,58,49,50,69,50,49,58,51,49,50,58,47,50,41,46,44,63,46,72,50,61,53,62,49,62,40,62,52,53,77,47,69,50
,ST89,61,57,46,40,40,43,56,52,42,54,61,44,59,54,40,51,41,75,42,54,50,40,40,44,51,65,40,55,61,75,43,40,46,63,56,51,77,42,40,58,46,58,52,50,40,60,70,65,57,88,40,64,51,51,55,70,44,72,42,71,76,70,67,66,85,40
2010-2011,ST90,40,44,40,NA,40,48,51,40,56,40,44,40,40,40,40,40,53,61,56,46,40,40,49,40,40,48,40,44,40,46,40,40,52,60,41,63,40,42,60,42,40,48,44,62,41,45,44,41,42,63,40,47,40,67,50,40,43,59,45,42,41,50,72,40,56,NA
,ST91,54,56,40,NA,40,70,45,41,40,40,41,47,40,40,40,40,41,63,40,63,41,40,40,42,40,52,41,43,48,47,40,40,40,63,66,45,45,44,44,54,40,40,41,40,41,42,46,58,52,62,40,41,49,43,51,52,44,59,40,67,45,62,60,40,62,55
,ST92,46,46,40,40,50,53,48,41,44,50,40,49,40,40,40,40,45,50,41,46,41,60,41,40,63,55,41,62,52,58,48,40,43,61,46,46,68,55,40,40,40,43,40,66,44,60,60,50,45,68,40,66,54,51,41,55,45,60,46,63,61,69,76,45,68,52
,ST93,57,50,77,60,50,52,49,55,49,48,58,68,44,50,50,74,63,49,61,44,70,40,67,77,55,64,41,75,48,87,64,60,55,80,76,47,68,44,51,60,62,77,60,56,48,50,53,60,45,68,40,42,52,47,53,40,59,54,55,44,43,56,61,40,68,65
,ST94,50,60,48,40,50,48,47,41,71,48,46,40,40,52,40,40,59,63,41,53,41,57,41,58,49,60,52,40,40,48,50,61,45,72,57,40,51,40,41,40,59,54,51,54,41,40,46,50,45,54,40,52,43,63,54,43,42,48,51,44,50,56,65,67,44,55
,ST95,49,50,48,40,42,48,40,48,60,46,45,43,40,40,40,41,58,45,40,72,61,54,40,40,40,57,40,48,51,54,40,40,43,49,46,48,44,40,50,62,40,40,42,58,52,60,40,50,71,63,40,67,54,40,53,48,54,59,40,65,53,65,60,40,58,51
,ST96,40,50,40,40,40,45,40,40,43,42,54,48,40,49,40,47,48,51,40,41,47,46,54,40,58,56,40,49,47,53,40,50,40,61,40,40,61,40,43,52,46,40,40,50,41,63,52,45,51,48,40,77,40,43,40,40,44,40,40,40,62,62,61,50,47,53
,ST97,42,60,57,40,43,40,60,49,49,40,41,50,46,41,40,40,40,47,53,54,48,51,40,52,61,54,44,40,41,41,51,40,40,68,46,48,72,45,40,51,66,43,42,66,40,40,53,50,50,60,40,45,49,40,54,67,48,61,40,57,60,62,62,50,60,41
,ST98,50,70,60,40,58,72,58,60,55,50,45,40,45,45,40,58,45,73,45,60,71,63,60,40,50,54,53,45,41,40,51,50,50,62,40,63,40,51,59,55,51,54,45,56,40,60,50,43,74,67,45,78,40,40,58,61,55,63,45,56,51,72,66,43,67,50
,ST99,49,47,40,40,43,50,57,45,47,40,43,45,41,40,40,40,50,41,42,49,40,40,46,51,44,49,41,40,40,41,40,51,40,50,61,54,40,40,40,55,40,40,40,58,43,43,40,40,71,53,40,52,46,40,53,45,49,60,40,71,56,67,64,50,54,58
,ST100,47,40,57,43,56,45,54,48,63,55,53,40,45,40,56,42,40,51,40,50,40,45,40,40,64,59,45,41,40,50,54,40,48,58,40,45,81,43,43,56,40,64,42,55,41,40,50,62,55,63,41,61,51,42,57,57,49,60,40,69,57,67,62,52,60,52
,ST101,59,48,40,50,52,48,56,69,50,48,54,40,40,55,40,58,46,40,40,68,44,40,51,54,44,59,46,40,60,51,55,40,44,80,52,48,67,57,41,54,63,51,40,56,40,41,60,60,60,66,46,68,57,44,49,62,55,70,40,68,59,68,74,54,66,47
,ST102,67,46,40,40,43,52,42,62,40,53,48,40,40,40,40,40,45,50,40,50,40,40,57,42,40,61,51,40,41,41,60,40,46,56,51,43,73,40,40,46,46,61,42,56,50,42,54,41,46,69,40,45,40,40,40,51,42,65,40,64,62,77,75,47,69,61
,ST103,47,41,43,54,47,54,50,40,40,51,42,45,40,49,40,41,40,66,46,40,46,40,41,40,52,58,62,42,52,41,40,40,42,50,46,51,68,47,49,52,43,45,54,58,42,40,40,50,46,57,50,52,40,47,50,58,55,65,45,74,58,57,56,51,57,40
,ST104,71,53,40,50,52,73,56,54,40,44,50,40,72,43,40,42,56,60,40,68,45,44,40,40,41,61,60,50,40,54,45,40,45,81,55,45,78,50,54,58,55,67,61,58,41,41,40,54,46,67,61,68,53,48,58,65,45,59,50,78,71,70,64,52,67,55
,ST105,59,62,79,62,76,58,60,58,66,44,57,45,59,55,74,66,66,69,47,58,72,51,57,56,74,68,65,75,74,92,72,43,57,81,41,56,88,64,62,40,65,62,62,58,43,41,54,62,53,60,52,73,51,61,60,61,55,71,53,69,62,57,67,60,60,43
,ST106,40,48,63,50,40,62,58,50,40,40,53,40,40,45,40,41,52,47,40,77,45,43,42,40,65,59,64,40,73,40,48,40,53,78,61,60,69,52,52,40,40,58,58,51,56,60,62,42,46,62,46,68,44,51,51,41,44,64,43,74,59,64,60,47,62,52
,ST107,54,50,50,40,40,58,53,41,56,40,56,40,54,40,40,40,68,54,42,63,50,40,40,40,42,58,52,68,60,60,40,40,48,58,49,50,69,50,49,58,51,49,50,58,47,50,41,46,44,63,46,72,50,61,53,62,49,62,40,62,52,53,77,47,69,50
,ST108,76,75,50,60,53,55,60,52,66,40,78,40,57,63,52,40,45,78,56,51,53,77,69,61,70,59,44,78,49,69,61,57,56,71,63,49,83,55,54,78,57,55,72,77,42,50,70,50,40,74,61,58,54,56,67,65,69,65,49,60,52,65,74,66,74,51
,ST109,41,45,47,40,45,56,67,53,57,46,40,45,52,48,40,43,50,51,63,71,70,64,56,68,43,49,56,59,41,56,40,46,51,55,68,49,48,49,47,59,40,40,50,40,52,41,40,44,45,73,50,54,51,45,56,40,51,51,40,53,42,56,62,40,71,45
,ST110,61,49,51,45,60,53,63,44,57,46,69,57,64,71,76,65,89,69,70,77,66,57,50,63,84,69,71,83,68,83,73,51,52,77,50,50,78,61,57,54,76,61,65,65,40,44,52,60,50,56,61,46,70,45,58,58,67,66,54,72,63,68,70,67,56,45
2011-2012,ST111,53,53,52,NA,45,51,61,50,55,40,40,62,45,64,45,NA,60,53,52,56,49,63,40,41,NA,NA,NA,61,49,51,42,40,57,57,52,51,70,40,44,57,41,44,48,51,40,43,42,42,53,68,60,70,40,73,72,50,40,40,50,47,52,62,77,65,60,NA
,ST112,63,45,50,40,41,42,50,45,40,40,52,42,40,41,41,40,40,50,50,46,64,40,40,55,55,51,40,40,50,48,40,40,40,61,40,40,40,50,42,68,40,60,45,58,40,46,56,42,41,63,50,45,40,53,43,70,50,47,51,44,46,66,73,40,63,53
,ST113,63,49,54,45,43,55,75,49,63,40,42,40,54,41,40,41,68,54,50,50,40,41,45,48,46,64,66,48,50,55,40,40,46,51,46,68,64,47,40,52,70,48,59,62,40,40,56,45,54,70,45,68,40,69,54,71,47,69,52,68,60,70,67,57,70,58
,ST114,48,49,47,56,50,43,50,52,51,40,43,45,60,52,40,56,54,55,40,46,47,40,44,49,40,40,52,45,40,65,50,52,45,40,44,53,67,48,57,40,40,50,40,40,45,42,60,54,41,61,45,41,40,61,43,42,41,55,41,50,54,65,64,40,61,52
,ST115,60,50,40,40,40,41,40,44,45,49,61,40,45,40,40,40,48,52,40,65,40,43,40,40,44,42,40,45,40,43,40,40,40,46,44,40,68,40,50,48,40,60,40,52,46,50,48,49,66,62,40,45,49,52,43,49,53,55,64,55,42,60,73,49,62,40
,ST116,70,77,40,40,58,48,51,40,58,40,81,46,68,55,46,61,57,62,40,49,41,47,41,40,40,54,40,40,50,63,60,42,59,67,54,58,69,50,40,40,43,57,58,41,50,52,60,53,54,68,48,40,40,51,59,50,59,69,53,59,46,60,67,42,68,55
,ST117,57,51,40,40,52,40,46,43,42,44,40,40,40,50,40,42,47,61,43,62,54,47,43,40,54,52,47,40,43,59,40,40,54,58,66,56,43,70,52,64,63,66,64,56,53,53,60,53,46,84,50,55,43,44,52,59,51,66,53,71,48,72,78,58,84,45
,ST118,70,62,40,40,40,51,41,40,46,40,57,47,40,52,40,40,45,66,60,48,40,40,40,40,55,60,41,43,40,67,40,40,53,49,53,50,44,42,54,44,40,41,52,48,40,42,47,43,63,65,40,47,40,58,60,62,53,64,48,71,80,72,83,49,65,56
,ST119,63,65,45,50,52,44,40,42,56,46,55,50,56,53,46,41,56,55,40,68,64,43,40,41,49,45,43,40,66,47,40,40,47,55,49,40,56,52,52,70,40,72,45,43,50,62,40,52,68,74,41,70,61,51,48,46,51,62,72,68,60,70,78,69,74,45
,ST120,67,50,40,40,49,51,54,43,44,43,55,40,40,82,40,40,70,78,56,44,40,56,40,47,61,68,43,48,40,85,47,41,50,70,48,47,55,54,44,45,41,40,53,50,40,50,55,40,54,66,40,57,40,66,59,55,48,70,48,59,61,70,83,45,66,52
,ST121,56,58,40,43,41,40,40,49,48,40,48,40,53,40,43,40,56,55,40,53,40,61,40,40,40,59,43,40,62,40,46,40,57,40,58,49,42,40,52,42,50,50,55,63,45,43,40,62,79,75,50,53,51,51,48,70,40,62,57,76,55,72,78,48,75,53
,ST122,64,60,56,40,57,68,51,41,54,49,40,52,40,74,66,72,67,69,50,65,49,49,45,70,68,56,57,42,58,60,78,45,52,68,52,67,57,60,53,66,70,46,64,50,41,63,50,72,57,73,53,56,53,52,81,66,68,66,65,77,50,61,82,65,73,54
,ST123,62,58,45,48,50,42,50,47,55,40,40,40,44,57,67,40,64,65,51,65,40,40,43,47,58,57,56,40,44,46,56,40,53,65,54,61,57,81,46,68,53,60,48,52,49,40,62,52,55,66,41,63,46,51,66,52,54,56,59,71,55,72,76,65,66,53
,ST124,62,64,79,58,74,63,54,60,81,93,72,78,70,96,76,79,58,68,60,62,83,84,75,70,92,65,64,72,65,71,71,82,64,79,67,82,79,60,54,71,97,72,85,79,60,73,73,68,68,82,64,73,64,58,86,67,68,70,75,79,85,75,76,72,82,52
,ST125,77,65,71,48,54,52,60,43,61,50,58,50,60,91,74,78,73,75,52,53,70,40,55,43,75,69,62,47,56,60,66,50,60,70,68,75,42,57,54,71,77,68,81,76,47,53,65,71,66,79,51,78,40,52,73,56,64,66,52,70,56,61,74,66,79,54
,ST126,56,45,50,48,45,56,50,41,61,42,40,40,48,48,50,50,53,58,40,65,47,40,40,49,54,60,40,49,63,45,51,40,42,56,53,68,87,79,57,64,60,68,43,50,60,49,50,57,68,67,46,64,56,54,66,59,40,67,49,68,61,61,80,57,67,48
,ST127,62,44,42,40,40,62,45,45,40,42,40,50,40,45,43,51,53,64,40,53,40,50,40,55,71,50,40,40,40,53,42,50,45,47,53,46,49,54,48,55,53,54,45,51,43,50,42,60,62,65,57,55,40,51,43,40,47,61,49,61,50,63,80,49,65,55
,ST128,65,74,80,55,88,50,45,56,63,70,66,78,74,79,74,75,64,69,61,56,63,77,60,78,69,74,63,72,69,78,79,71,70,71,62,69,70,42,49,78,90,56,81,52,45,71,66,65,75,77,60,56,61,55,66,69,70,69,73,77,51,71,78,83,77,54
,ST129,57,60,55,40,52,45,45,42,55,40,40,41,40,56,42,46,56,48,46,56,40,43,40,51,40,61,60,45,69,50,58,40,61,67,62,71,41,72,58,68,60,75,52,40,40,65,62,58,71,66,56,50,40,41,52,52,51,71,57,74,62,75,78,75,66,50
,ST130,51,61,50,40,45,40,40,43,43,50,40,40,47,40,40,40,41,51,56,58,46,41,42,40,40,49,40,40,52,41,40,40,54,55,53,61,48,52,50,48,63,60,43,54,52,51,59,50,48,74,50,40,43,45,52,53,63,57,56,62,40,65,77,54,74,48
,ST131,48,50,40,40,44,69,47,40,52,42,40,40,40,50,40,40,64,46,64,49,40,53,40,40,40,66,50,40,44,40,45,40,44,65,59,40,40,47,48,55,50,66,50,65,40,40,50,65,53,77,56,58,40,42,78,53,40,59,51,62,40,61,74,55,77,49
,ST132,53,52,50,40,50,56,60,51,48,48,43,40,51,65,57,60,58,69,50,58,51,50,43,49,68,57,44,40,60,63,88,50,48,71,55,57,91,50,49,69,73,62,58,76,53,64,45,65,79,70,50,63,40,51,58,60,46,66,61,65,47,61,80,65,70,50
,ST133,41,51,53,41,54,66,40,40,54,40,49,40,40,49,45,40,58,56,58,44,40,40,40,51,40,59,40,45,50,40,52,47,48,57,64,51,57,74,50,64,53,73,58,61,57,58,61,58,46,72,72,60,59,55,52,60,54,65,65,76,72,62,80,63,72,56
,ST134,64,57,53,47,66,60,45,49,44,70,80,72,51,70,75,50,61,77,40,62,64,41,52,48,62,63,48,53,65,62,48,68,59,65,64,73,50,53,59,60,87,40,72,79,40,50,68,71,51,78,57,73,64,57,53,53,68,66,64,75,71,73,76,74,78,51
,ST135,56,56,46,40,40,55,50,40,48,40,50,54,40,56,43,45,58,42,55,65,40,41,41,40,56,67,50,40,51,51,46,40,54,55,49,55,42,50,54,67,47,40,60,72,48,70,53,63,40,80,51,66,40,52,48,53,56,69,63,71,57,73,76,53,80,46
,ST136,64,63,40,50,52,50,45,51,58,49,46,47,50,68,77,40,67,68,63,58,43,40,42,42,46,67,40,40,73,60,54,40,45,50,54,69,56,45,54,63,70,54,53,55,40,56,67,59,66,83,50,50,57,45,48,68,46,62,52,70,49,74,76,75,83,43
,ST137,47,61,40,47,46,63,52,51,57,40,52,50,53,41,57,41,67,71,42,56,51,40,50,42,52,56,44,40,60,51,61,40,49,57,61,69,40,70,56,61,83,60,61,50,50,42,60,48,51,71,46,54,40,57,56,63,53,63,61,78,62,62,82,58,71,50
,ST138,65,61,56,50,52,51,45,44,64,47,40,64,58,60,51,40,53,64,40,56,40,40,40,55,58,60,40,60,67,40,72,40,41,60,54,78,40,74,56,66,57,66,57,63,66,51,53,63,60,65,53,47,40,52,79,62,54,65,62,59,65,60,80,74,65,45
,ST139,60,43,47,41,40,50,53,40,73,48,40,57,53,50,57,80,67,40,40,58,40,41,40,47,51,61,58,53,43,71,56,40,52,65,51,82,43,60,45,68,77,72,70,68,53,60,69,48,79,76,57,64,53,57,76,67,63,70,66,81,48,64,82,82,76,57
,ST140,66,62,48,50,50,68,46,48,49,47,44,51,49,59,61,60,73,58,60,56,66,59,45,64,65,58,40,42,66,58,82,42,56,67,72,73,41,51,45,65,77,75,53,66,40,52,62,45,66,78,62,67,40,52,76,59,71,64,59,66,66,61,82,63,78,52
,ST141,55,63,46,40,40,64,50,42,68,40,40,50,46,61,51,44,81,68,50,65,49,46,52,63,84,67,45,67,56,77,49,62,54,66,66,69,40,71,54,71,80,77,66,55,47,67,70,70,62,75,61,67,40,40,86,59,53,66,62,75,62,65,80,64,75,51
,ST142,46,50,40,40,51,40,45,42,52,40,62,40,40,40,54,41,58,59,63,46,57,40,40,61,52,40,50,40,46,46,44,40,50,67,68,50,40,61,50,65,50,55,45,42,41,49,51,40,57,70,47,54,40,52,56,50,47,67,62,75,61,61,82,82,70,64
,ST143,58,62,68,47,62,73,64,56,72,72,42,54,57,75,80,59,56,77,50,65,53,74,60,61,84,71,65,40,63,51,52,68,58,57,67,60,53,70,44,78,83,67,77,55,64,53,43,69,73,83,53,70,40,61,55,62,67,73,76,74,64,75,76,69,83,48
,ST144,56,60,56,60,55,45,56,48,58,55,41,57,43,50,65,40,50,58,53,53,63,53,40,45,67,56,47,45,53,43,76,44,44,66,53,60,55,67,52,58,53,54,46,51,44,51,80,61,60,67,54,52,40,42,61,47,68,57,61,61,50,60,74,58,67,43
,ST145,70,64,67,54,70,60,63,57,73,75,43,62,62,57,71,82,67,82,60,65,53,67,57,72,91,72,64,71,72,70,94,56,62,74,70,75,66,83,48,73,97,75,84,72,57,81,80,79,82,89,68,84,60,55,81,52,58,68,74,71,80,77,78,78,89,55
,ST146,48,50,58,40,42,54,50,40,59,40,40,40,51,40,53,40,56,56,40,53,40,40,40,41,64,53,40,54,54,51,71,40,58,52,56,45,92,56,46,71,60,69,55,63,40,48,60,62,62,63,53,77,40,51,85,49,54,65,59,62,74,62,77,71,63,54
,ST147,56,50,46,40,60,40,50,49,51,40,40,40,41,55,46,44,43,56,60,56,40,42,40,40,44,50,41,40,63,51,54,40,42,45,50,57,41,54,48,52,50,68,66,40,47,45,60,53,51,72,54,52,43,42,53,53,40,62,56,57,47,60,74,57,72,40
,ST148,56,64,45,53,40,72,50,61,48,40,61,47,40,62,50,41,64,55,63,53,40,45,40,40,58,57,53,43,69,51,78,40,44,66,64,57,51,50,49,56,77,65,64,68,55,40,63,59,60,70,51,63,40,45,66,52,66,67,54,67,51,61,74,77,70,52
,ST149,51,63,40,41,44,40,40,43,68,42,50,40,45,42,40,40,56,65,54,77,40,53,40,40,45,55,46,40,50,54,68,41,48,56,59,56,41,60,40,66,63,72,53,67,50,48,60,58,60,66,59,65,40,51,69,62,66,62,71,69,62,60,74,64,66,64
,ST150,62,65,62,45,55,45,46,54,54,63,43,41,50,81,63,53,53,54,40,53,53,42,50,40,58,62,40,64,68,56,74,50,53,60,64,40,59,51,52,80,77,60,63,40,40,51,70,60,48,73,57,63,41,51,66,59,53,56,42,55,51,71,78,65,73,47
,ST151,80,64,79,51,75,74,57,63,61,81,82,61,57,85,76,53,73,86,57,71,73,49,67,72,78,69,56,63,80,83,78,46,57,77,68,77,59,54,48,65,80,67,82,68,47,44,50,53,53,87,47,66,49,57,69,47,73,73,57,80,66,73,78,55,87,50
,ST152,64,70,58,40,70,51,55,51,77,49,70,77,62,74,66,67,58,48,40,62,63,63,50,63,86,67,53,63,76,47,72,46,64,71,74,68,42,80,46,67,73,68,76,41,64,71,60,72,77,81,53,67,51,57,51,66,58,70,72,71,49,72,78,78,81,50
,ST153,42,53,60,45,46,41,40,47,41,54,60,74,55,60,54,50,58,68,45,44,50,66,61,59,81,46,40,42,53,45,54,65,43,68,53,46,40,51,44,66,43,60,45,46,44,44,50,61,51,60,46,58,40,45,43,56,58,51,56,41,53,62,77,60,60,41
,ST154,42,52,40,40,50,50,40,49,64,61,40,40,57,57,68,50,41,40,50,68,51,40,40,54,41,54,50,42,45,41,52,50,46,56,50,56,51,50,50,65,60,50,62,51,49,52,50,55,66,77,65,53,40,54,43,46,48,68,63,73,63,63,77,54,77,42
,ST155,42,60,51,40,40,40,50,44,48,40,40,40,40,50,45,48,58,52,44,49,44,40,41,46,40,58,42,40,40,45,54,40,42,47,48,45,49,60,52,54,67,68,57,40,40,44,57,54,73,83,50,46,49,54,52,62,56,66,64,74,55,73,78,55,83,44
,ST156,42,60,51,40,40,40,50,44,48,40,40,40,40,50,45,48,58,52,44,49,44,40,41,46,40,58,42,40,40,45,54,40,42,47,48,45,49,60,52,54,67,68,57,40,40,44,57,54,73,83,50,46,49,54,52,62,56,66,64,74,55,73,78,55,83,44
,ST157,72,63,58,46,68,57,61,55,75,50,57,67,46,72,71,60,50,44,48,62,47,40,52,44,72,74,70,59,44,66,79,50,62,56,63,49,71,60,41,75,53,76,70,46,67,55,50,76,53,76,61,55,50,51,79,56,54,73,68,75,55,75,78,61,76,59
,ST158,60,63,63,45,79,53,51,57,81,72,83,65,58,60,77,60,64,62,70,77,60,69,58,69,94,72,61,72,56,72,56,60,67,65,50,76,63,55,56,71,83,56,87,60,55,60,70,74,71,76,63,73,59,52,66,57,54,73,73,76,68,72,76,81,76,48
,ST159,55,64,40,52,40,48,50,51,50,40,40,41,40,41,50,40,47,40,40,68,40,40,40,40,40,45,47,40,52,40,44,42,50,45,50,53,43,60,50,65,50,40,61,60,41,45,60,54,57,79,50,50,49,62,66,59,64,67,71,76,56,73,76,63,79,46
,ST160,60,62,71,57,82,61,46,55,57,74,40,87,70,75,54,58,73,64,60,65,69,69,60,41,86,64,68,50,60,70,97,60,61,57,50,61,42,64,60,71,60,54,65,63,47,66,60,61,83,76,40,64,59,45,83,46,57,70,60,76,54,60,77,69,76,50
,ST161,51,50,48,45,40,48,40,43,45,40,50,45,40,43,40,40,56,51,40,44,44,45,42,55,40,57,50,40,45,43,43,40,52,62,67,54,57,54,48,43,50,72,48,51,40,40,50,60,50,70,46,47,40,51,48,57,66,54,61,59,73,61,74,52,70,42
,ST162,50,52,41,50,60,50,47,47,44,43,40,51,40,60,70,42,78,41,60,44,40,46,48,69,40,64,41,52,50,45,42,45,47,71,57,72,53,60,54,67,67,51,46,55,41,55,60,48,46,79,46,67,41,51,82,56,57,64,57,65,68,61,80,58,79,50
,ST163,58,71,58,50,40,50,55,45,51,51,40,42,45,47,43,41,53,45,50,56,44,41,40,61,56,64,47,40,63,63,66,41,46,70,48,66,51,54,46,56,63,66,71,63,40,57,55,58,71,77,47,52,51,52,78,63,46,58,62,64,50,72,76,66,77,53
,ST164,50,50,43,40,61,40,50,44,54,40,40,70,40,50,54,50,58,54,41,77,56,49,40,54,66,60,46,40,66,47,69,45,53,65,47,59,40,52,50,56,43,68,60,63,40,54,73,58,64,81,51,61,47,47,52,59,54,65,56,62,58,76,78,58,81,45
,ST165,60,62,78,52,64,45,50,60,49,54,47,78,73,70,82,76,58,79,50,56,54,61,70,65,82,64,54,52,67,72,82,60,53,65,53,64,62,50,45,61,73,55,60,72,52,47,60,52,57,85,56,68,40,54,43,60,61,60,52,71,58,75,78,71,85,51
,ST166,58,47,40,40,57,51,50,48,50,40,40,40,40,48,40,40,50,52,60,46,40,40,40,54,56,64,40,46,50,40,65,40,46,67,52,49,42,64,46,57,57,62,40,46,40,40,40,40,53,75,45,55,47,54,62,57,40,63,58,73,57,74,78,40,75,45
