Year of enrolment,ID,CS101,CS102,MA101,MA112,MA121,GS101,GS102,PH101,PH102,PH103,PH104,ST111,ST112,ST121,ST122,ST132,CS201,CS202,CS203,CS204,MA201,MA202,MA211,MA212,MA272,GS202,GS203,OR201,OR202,ST203,ST204,ST211,CS301,CS302,CS303,CS304,CS305,CS306,CS307,CS308,CS309,CS311,CS312,CS314,MA307,MA308,MA381,MA382,MA392,CS497,CS501,CS502,CS503,CS504,CS505,CS506,CS507,CS508,CS509,CS510,CS512,CS597,CS598,MA419,SW499,MM507
,ST167,56,45,47,40,80,64,53,45,48,42,44,40,40,41,52,40,56,56,42,65,43,51,41,45,48,52,40,41,51,42,40,40,40,70,62,63,56,46,45,53,47,62,48,45,40,48,50,53,68,75,46,50,40,54,52,42,40,56,58,45,56,63,82,48,75,45
2012-2013,ST168,73,68,54,40,48,71,41,55,40,42,49,57,41,57,40,40,60,77,40,58,47,40,49,40,43,50,44,78,40,41,40,50,61,61,46,57,44,41,40,43,51,45,41,49,60,40,40,50,54,65,40,40,40,42,42,43,48,52,48,48,40,63,64,50,61,55
,ST169,59,57,50,45,50,51,51,54,40,56,40,40,47,58,45,41,53,56,52,60,52,40,46,40,51,47,47,80,50,45,43,41,52,43,66,51,51,61,45,47,47,75,56,47,41,40,40,47,46,69,46,48,45,58,48,45,53,59,53,45,50,75,73,50,69,60
,ST170,61,72,66,40,49,64,72,63,50,40,50,54,86,48,51,50,62,54,60,66,59,49,54,57,55,51,57,75,46,55,41,50,58,66,56,51,77,82,52,63,48,54,61,61,41,40,43,53,70,72,67,45,61,50,44,83,50,66,68,63,74,74,76,70,72,54
,ST171,50,64,73,49,42,67,64,54,67,70,54,61,76,75,69,76,60,50,62,64,68,56,77,90,50,63,40,76,72,70,64,55,53,62,80,60,80,84,40,54,67,68,68,53,52,40,46,59,66,72,53,83,42,55,58,82,54,75,53,46,44,69,71,77,72,57
,ST172,66,55,54,65,44,73,56,45,42,60,40,56,40,40,45,41,50,57,40,40,52,42,51,62,50,55,45,43,42,41,44,40,43,72,64,78,71,73,40,53,54,52,73,57,40,60,46,40,70,84,57,61,40,47,40,78,61,66,54,65,40,75,70,52,84,50
,ST173,55,66,79,61,53,75,60,66,66,52,74,80,60,71,48,66,90,66,77,61,51,50,88,71,50,63,60,78,66,63,40,56,51,65,67,73,65,69,54,74,71,66,70,57,45,40,40,45,78,73,61,72,54,50,58,74,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
,ST174,49,78,50,40,40,73,41,43,40,48,40,40,40,41,40,70,53,71,70,40,42,40,46,42,50,50,40,71,57,41,40,40,56,40,64,52,63,65,40,64,54,52,65,50,42,51,60,44,60,72,57,65,55,52,61,70,63,69,62,57,53,76,72,51,72,50
,ST175,83,43,73,43,52,76,56,60,65,50,60,77,57,53,60,91,60,72,71,66,74,84,81,72,50,66,48,80,74,60,40,57,69,60,70,80,75,86,41,71,71,60,77,70,49,60,54,56,59,80,64,51,61,52,75,61,68,84,73,71,74,74,71,77,80,65
,ST176,73,64,55,50,40,74,40,50,45,42,48,53,73,40,44,40,71,70,57,54,54,60,51,42,59,48,45,68,45,40,44,40,42,46,59,45,51,61,47,67,50,62,62,50,41,40,46,50,60,73,57,48,54,58,45,61,51,70,57,63,61,77,71,51,73,61
,ST177,49,52,50,42,40,53,61,46,53,50,40,45,51,40,40,45,53,66,55,71,40,40,51,55,50,61,54,78,67,50,40,40,66,62,68,77,73,85,40,75,56,66,70,66,58,53,51,51,60,83,62,67,54,55,61,77,83,69,61,70,85,74,72,57,83,71
,ST178,72,62,79,50,46,68,40,46,42,44,51,56,53,50,48,76,53,45,62,62,51,52,64,72,58,58,40,76,55,46,55,50,57,43,61,56,51,75,40,79,59,75,58,70,49,40,46,40,50,72,58,48,45,55,40,83,50,66,47,55,51,69,73,64,72,68
,ST179,60,64,52,45,40,68,55,40,44,44,51,40,40,48,40,40,48,48,62,67,48,41,41,46,55,53,40,52,53,45,40,40,56,50,69,51,44,68,40,49,47,61,67,53,46,56,46,47,50,78,48,70,49,47,63,78,50,70,56,70,51,74,71,45,78,57
,ST180,73,69,70,46,79,65,69,57,52,50,71,65,77,61,53,47,100,78,74,74,51,58,83,62,50,62,51,84,64,70,60,70,66,64,67,66,40,79,59,72,77,61,71,70,50,41,81,51,57,75,70,77,61,50,70,74,64,68,60,62,60,74,75,57,75,86
,ST181,76,64,61,42,52,69,55,40,49,52,49,40,51,75,40,50,51,57,61,68,41,40,40,74,55,63,46,53,63,45,65,40,59,64,61,53,72,74,44,71,46,67,64,61,41,41,74,42,50,71,51,77,51,64,42,82,54,76,56,67,60,74,72,62,71,58
,ST182,58,64,58,40,51,78,41,40,61,52,62,49,56,66,54,40,50,61,70,66,58,64,75,42,52,54,51,63,71,60,40,60,56,40,61,71,81,67,40,58,40,67,64,70,77,40,51,56,55,74,52,61,51,61,54,65,53,64,59,63,57,69,70,50,74,70
,ST183,62,74,67,41,40,59,62,78,41,44,41,40,91,55,62,50,57,77,72,78,49,50,70,66,50,58,65,72,64,50,60,50,64,72,69,66,71,62,43,68,68,62,70,50,41,40,74,42,46,81,65,61,64,61,54,61,50,68,64,58,80,78,75,60,81,70
,ST184,53,56,61,41,78,70,69,40,40,42,40,40,55,55,41,47,43,55,70,68,48,57,45,50,50,55,42,56,46,40,60,43,63,70,66,61,64,68,52,69,48,60,57,47,40,41,57,42,50,70,49,58,58,58,50,62,50,68,47,72,54,74,75,50,70,57
,ST185,63,56,56,45,44,71,64,50,59,44,57,45,86,72,62,53,47,52,81,78,61,59,70,80,50,62,53,64,71,73,50,53,65,72,66,70,71,97,41,68,56,67,66,50,61,47,54,53,60,80,61,81,55,52,51,78,50,75,65,70,68,74,66,72,80,61
,ST186,59,66,45,45,40,63,58,51,47,46,58,40,48,70,43,50,50,57,62,60,42,40,41,46,50,51,44,63,41,50,40,40,42,40,69,62,61,68,40,53,48,66,53,47,42,40,46,40,50,69,48,48,51,61,40,67,50,67,52,67,57,77,72,54,69,74
,ST187,51,59,64,40,49,66,49,54,49,52,71,40,60,83,51,63,52,60,54,72,56,64,71,50,63,70,55,62,64,71,40,54,56,46,72,73,70,70,52,76,59,71,54,57,60,47,51,53,80,74,60,72,56,58,57,72,67,71,59,71,65,74,76,60,74,64
,ST188,64,71,83,60,60,75,42,61,50,44,92,87,84,60,61,66,62,51,68,66,68,64,90,56,61,66,50,68,78,60,70,54,61,45,59,70,82,55,40,59,50,54,69,48,48,40,66,57,80,74,53,58,52,58,54,63,50,76,64,63,60,77,71,64,74,64
,ST189,69,57,64,57,53,59,62,44,57,56,62,66,67,60,49,57,67,57,76,58,56,66,70,56,50,66,61,59,53,50,40,46,69,65,59,65,53,82,46,73,50,67,76,66,76,51,46,59,60,80,63,79,46,58,57,74,66,77,71,76,83,74,74,74,80,76
,ST190,60,57,62,45,44,65,46,48,47,52,57,50,63,56,40,43,43,57,57,62,42,40,45,45,56,41,40,54,55,41,64,40,40,43,61,56,79,57,40,69,40,65,57,50,52,40,40,53,49,70,51,62,44,52,55,68,45,74,48,44,45,69,73,45,70,40
,ST191,66,54,78,41,68,74,67,55,64,62,76,73,95,55,62,60,73,72,70,64,75,74,85,71,50,56,46,54,46,62,45,60,73,71,81,67,73,92,47,86,88,70,75,83,52,58,57,77,78,75,72,84,71,64,66,88,68,77,65,75,83,74,72,73,75,75
,ST192,67,60,65,56,53,73,44,52,66,46,62,67,91,65,59,54,62,76,70,68,81,79,76,80,57,45,56,78,62,60,60,64,66,57,78,76,62,84,40,64,67,75,70,57,66,70,66,43,70,75,51,75,61,58,65,60,60,63,62,58,60,69,75,65,75,75
,ST193,54,58,77,45,42,68,57,50,46,50,50,68,66,68,45,60,67,55,57,60,66,51,71,65,52,59,60,58,62,61,53,53,68,41,64,78,75,82,50,71,66,65,66,61,42,63,46,40,70,68,51,62,58,47,48,58,67,70,52,77,75,74,73,77,68,64
,ST194,68,60,65,55,60,76,63,44,49,58,55,48,71,79,40,79,51,60,66,68,40,66,61,46,50,51,56,67,58,66,40,40,63,61,69,53,57,84,42,71,47,73,70,53,53,61,70,51,78,82,72,50,48,58,60,66,68,79,61,80,71,74,73,77,82,55
,ST195,70,60,41,41,69,66,60,41,46,46,40,51,60,50,43,48,51,47,61,66,58,40,46,40,50,62,40,57,52,40,50,40,45,50,72,41,53,62,50,60,40,61,62,50,42,55,51,50,45,70,46,48,55,47,48,74,50,65,44,52,48,77,72,40,70,57
,ST196,63,56,75,45,49,78,50,68,70,44,59,79,92,53,61,89,89,63,61,52,59,56,84,64,50,53,40,57,54,51,50,56,53,42,61,77,75,78,44,78,55,62,60,66,40,40,51,54,70,78,65,61,59,64,43,70,64,61,57,55,58,74,72,67,78,59
,ST197,63,61,56,40,40,60,61,40,40,50,43,42,66,45,53,56,45,50,61,68,46,41,41,42,50,62,50,64,43,60,57,42,46,59,50,44,62,71,40,77,40,68,60,40,44,50,51,55,53,77,57,48,41,52,46,58,50,68,50,52,53,75,72,60,77,41
,ST198,56,52,63,46,46,69,53,45,58,50,58,45,67,62,41,89,50,51,70,78,77,62,41,50,55,62,43,60,61,55,50,40,46,61,53,63,61,90,50,75,58,66,54,57,43,60,51,44,66,83,65,72,58,55,55,78,64,77,59,68,50,74,76,54,83,72
,ST199,72,58,78,60,62,73,67,81,80,78,72,82,94,77,68,76,83,74,84,76,74,58,85,82,57,65,54,84,71,67,61,77,72,72,78,80,62,75,61,80,90,70,76,50,76,83,89,47,70,73,70,78,61,58,66,81,69,72,69,68,91,74,72,65,73,83
,ST200,66,64,74,61,49,79,51,52,70,54,62,65,86,81,73,89,79,67,60,74,54,45,52,50,61,67,52,74,80,51,63,57,61,56,70,52,74,80,50,80,73,73,69,47,43,40,60,43,60,76,61,65,51,58,62,73,66,70,64,65,67,76,73,70,76,67
,ST201,61,64,52,41,40,69,47,53,48,48,53,49,43,61,60,63,62,52,60,62,54,56,51,43,50,55,40,70,41,50,45,40,69,45,68,41,54,65,40,55,46,54,72,40,48,40,54,54,57,76,60,51,46,47,40,58,55,61,61,65,50,74,80,56,76,62
,ST202,51,58,43,40,42,69,53,40,40,40,40,40,53,40,40,70,45,61,56,50,54,68,41,42,50,48,40,51,52,47,40,42,55,43,64,63,55,61,40,51,61,55,50,40,40,61,74,50,71,71,58,58,51,50,40,78,45,61,44,59,53,76,73,70,71,54
,ST203,70,70,78,60,68,52,51,52,56,48,72,75,90,80,62,57,50,70,66,68,62,54,79,80,52,40,40,77,73,71,60,48,59,70,61,80,62,83,41,70,64,63,70,74,65,60,46,52,80,81,68,75,42,55,50,80,69,74,59,61,65,76,72,82,81,42
,ST204,49,64,55,40,40,70,52,44,51,44,53,40,40,48,40,84,50,65,65,54,52,50,51,71,50,48,47,71,64,64,40,40,46,42,64,62,71,87,40,67,51,64,61,57,45,50,40,42,60,70,54,58,46,61,52,75,51,68,55,61,74,74,75,72,70,65
,ST205,71,75,68,46,40,58,67,50,58,50,46,53,64,49,40,74,50,62,73,71,56,41,51,41,50,51,55,63,56,60,40,46,62,51,75,72,74,71,60,72,52,63,63,53,56,40,54,48,60,72,60,58,61,52,67,68,80,68,41,73,70,74,71,63,72,58
,ST206,79,58,72,54,40,67,72,61,68,58,70,61,90,50,61,89,74,70,81,70,66,56,70,85,74,60,61,62,57,60,60,60,65,66,80,70,83,97,60,91,86,77,75,83,70,70,60,50,70,78,70,58,66,47,70,78,81,58,59,69,55,74,72,80,78,82
,ST207,79,68,60,41,49,71,51,47,40,42,48,47,71,62,46,50,79,65,61,62,56,56,51,61,50,64,62,72,51,70,40,57,62,53,61,60,63,89,50,68,58,57,60,53,41,41,51,42,60,76,51,75,49,40,40,70,54,68,59,58,61,69,73,70,76,64
,ST208,65,68,44,45,42,60,62,51,50,42,42,51,56,63,47,50,50,54,47,56,51,49,40,41,55,52,54,61,62,40,40,40,68,58,53,47,70,64,40,61,50,71,47,58,41,40,51,50,70,71,60,68,44,61,54,65,65,63,65,54,61,76,70,61,71,54
,ST209,69,53,67,46,46,74,63,51,61,42,47,53,67,58,53,53,87,64,67,60,59,50,50,41,61,64,60,50,53,60,41,62,56,48,70,68,73,77,40,71,64,71,71,66,40,41,60,42,60,76,66,51,75,52,63,76,70,63,59,67,60,78,73,72,76,71
,ST210,49,49,44,40,40,52,46,51,56,46,42,40,58,58,40,40,43,61,60,62,49,42,41,40,42,40,60,40,60,40,40,40,57,72,68,46,62,69,41,70,55,70,56,47,41,40,65,50,60,80,58,61,55,58,41,47,61,70,56,69,47,76,72,57,80,60
,ST211,76,71,75,50,40,71,50,51,59,50,62,71,80,69,59,79,57,66,80,66,75,78,77,51,50,54,48,83,60,70,70,62,60,55,78,75,80,71,40,77,76,65,62,70,49,40,66,40,67,81,66,79,68,58,57,76,64,66,59,68,83,77,72,78,81,77
,ST212,56,59,45,54,53,75,60,48,63,62,58,52,76,50,40,50,79,58,73,62,64,54,78,63,50,65,58,75,67,60,40,66,74,60,78,72,61,77,40,70,54,67,72,66,41,40,54,50,80,70,60,76,48,52,61,80,55,75,63,45,55,70,75,63,70,85
,ST213,71,70,65,57,42,72,54,42,58,52,62,63,74,47,45,50,47,52,55,76,48,50,46,70,50,51,40,71,71,46,40,44,57,75,72,74,63,78,40,66,48,54,52,47,40,52,46,43,50,79,61,62,54,58,58,80,68,62,57,56,51,69,71,70,79,58
,ST214,57,52,68,41,40,64,60,51,40,46,53,51,47,52,48,40,71,53,64,41,65,42,40,41,50,49,41,41,56,55,40,40,57,52,56,60,65,81,55,67,67,54,56,61,51,43,57,46,61,73,54,64,46,58,54,72,64,71,54,64,50,74,72,57,73,53
,ST215,66,71,60,46,60,45,57,68,66,48,59,78,81,67,58,41,45,61,57,68,40,50,51,41,51,63,53,58,65,74,52,66,62,42,59,81,65,54,43,60,43,61,68,66,40,73,43,42,54,76,62,84,51,64,45,80,64,68,63,71,60,77,70,60,76,72
,ST216,42,69,47,40,40,61,54,44,56,46,52,40,43,59,40,46,78,53,62,62,51,50,41,41,50,46,40,61,47,40,50,40,44,50,74,59,45,68,40,62,41,51,49,53,54,44,46,41,54,71,51,54,51,44,50,55,64,60,59,57,48,74,74,54,71,40
,ST217,71,71,58,43,40,57,50,41,59,46,66,46,77,45,40,59,60,55,50,69,55,56,54,51,50,47,46,48,67,62,52,45,49,43,64,71,54,70,42,66,48,58,52,57,40,48,51,40,80,73,60,62,55,47,43,64,60,48,53,48,47,75,70,65,73,64
,ST218,70,73,46,50,40,75,60,47,53,42,42,44,81,45,52,63,67,71,61,76,49,68,62,41,52,65,51,72,62,50,41,42,43,46,61,66,63,72,45,55,52,60,72,48,41,61,40,42,60,70,57,62,44,61,44,65,57,83,66,74,73,75,70,65,70,63
,ST219,63,40,40,40,50,50,40,71,40,40,48,40,40,52,44,44,56,53,60,58,40,50,40,42,65,42,46,40,40,48,62,40,42,41,46,50,53,52,46,65,53,46,52,46,51,45,46,57,51,75,40,41,59,47,47,49,40,65,43,65,57,72,78,47,75,53
,ST220,50,42,47,40,41,40,50,44,41,48,40,40,40,40,42,40,43,54,40,58,40,50,47,40,40,51,51,43,47,40,45,41,48,57,48,60,56,64,57,60,41,52,40,51,52,45,50,57,55,78,50,50,53,45,66,53,54,63,58,78,61,62,82,54,78,54
,ST221,64,40,40,41,57,50,47,40,40,43,48,50,45,40,40,61,64,64,50,58,40,60,40,42,66,42,54,51,63,40,41,41,48,46,60,71,53,50,53,68,57,54,62,41,46,50,40,59,55,80,53,60,47,54,55,57,50,56,47,70,48,74,78,43,80,50
,ST222,48,44,50,41,65,40,40,47,40,44,40,41,40,43,42,40,76,62,50,53,40,40,41,50,44,50,44,40,55,46,40,40,45,56,41,53,56,60,49,60,44,55,40,51,40,44,50,41,55,69,46,45,40,54,59,46,40,63,49,67,58,64,77,57,69,44
,ST223,59,57,50,45,50,51,51,54,40,56,40,40,47,58,45,41,53,56,52,60,52,40,46,40,51,47,47,80,50,45,43,41,52,43,66,51,51,61,45,47,47,75,56,47,41,40,40,47,46,69,46,48,45,58,48,45,53,59,53,45,50,75,73,50,69,60
,ST224,61,72,66,40,49,64,72,63,50,40,50,54,86,48,51,50,62,54,60,66,59,49,54,57,55,51,57,75,46,55,41,50,58,66,56,51,77,82,52,63,48,54,61,61,41,40,43,53,70,72,67,45,61,50,44,83,50,66,68,63,74,74,76,70,72,54
,ST225,50,64,73,49,42,67,64,54,67,70,54,61,76,75,69,76,60,50,62,64,68,56,77,90,50,63,40,76,72,70,64,55,53,62,80,60,80,84,40,54,67,68,68,53,52,40,46,59,66,72,53,83,42,55,58,82,54,75,53,46,44,69,71,77,72,57
,ST226,66,55,54,65,44,73,56,45,42,60,40,56,40,40,45,41,50,57,40,40,52,42,51,62,50,55,45,43,42,41,44,40,43,72,64,78,71,73,40,53,54,52,73,57,40,60,46,40,70,84,57,61,40,47,40,78,61,66,54,65,40,75,70,52,84,50
,ST227,55,66,79,61,53,75,60,66,66,52,74,80,60,71,48,66,90,66,77,61,51,50,88,71,50,63,60,78,66,63,40,56,51,65,67,73,65,69,54,74,71,66,70,57,45,40,40,45,78,73,61,72,54,50,58,74,53,80,70,67,65,69,72,83,73,55
,ST228,49,78,50,40,40,73,41,43,40,48,40,40,40,41,40,70,53,71,70,40,42,40,46,42,50,50,40,71,57,41,40,40,56,40,64,52,63,65,40,64,54,52,65,50,42,51,60,44,60,72,57,65,55,52,61,70,63,69,62,57,53,76,72,51,72,50
,ST229,83,43,73,43,52,76,56,60,65,50,60,77,57,53,60,91,60,72,71,66,74,84,81,72,50,66,48,80,74,60,40,57,69,60,70,80,75,86,41,71,71,60,77,70,49,60,54,56,59,80,64,51,61,52,75,61,68,84,73,71,74,74,71,77,80,65
,ST230,73,64,55,50,40,74,40,50,45,42,48,53,73,40,44,40,71,70,57,54,54,60,51,42,59,48,45,68,45,40,44,40,42,46,59,45,51,61,47,67,50,62,62,50,41,40,46,50,60,73,57,48,54,58,45,61,51,70,57,63,61,77,71,51,73,61
,ST231,49,52,50,42,40,53,61,46,53,50,40,45,51,40,40,45,53,66,55,71,40,40,51,55,50,61,54,78,67,50,40,40,66,62,68,77,73,85,40,75,56,66,70,66,58,53,51,51,60,83,62,67,54,55,61,77,83,69,61,70,85,74,72,57,83,71
,ST232,72,62,79,50,46,68,40,46,42,44,51,56,53,50,48,76,53,45,62,62,51,52,64,72,58,58,40,76,55,46,55,50,57,43,61,56,51,75,40,79,59,75,58,70,49,40,46,40,50,72,58,48,45,55,40,83,50,66,47,55,51,69,73,64,72,68
,ST233,60,64,52,45,40,68,55,40,44,44,51,40,40,48,40,40,48,48,62,67,48,41,41,46,55,53,40,52,53,45,40,40,56,50,69,51,44,68,40,49,47,61,67,53,46,56,46,47,50,78,48,70,49,47,63,78,50,70,56,70,51,74,71,45,78,57
,ST234,73,69,70,46,79,65,69,57,52,50,71,65,77,61,53,47,100,78,74,74,51,58,83,62,50,62,51,84,64,70,60,70,66,64,67,66,40,79,59,72,77,61,71,70,50,41,81,51,57,75,70,77,61,50,70,74,64,68,60,62,60,74,75,57,75,86
,ST235,76,64,61,42,52,69,55,40,49,52,49,40,51,75,40,50,51,57,61,68,41,40,40,74,55,63,46,53,63,45,65,40,59,64,61,53,72,74,44,71,46,67,64,61,41,41,74,42,50,71,51,77,51,64,42,82,54,76,56,67,60,74,72,62,71,58
,ST236,58,64,58,40,51,78,41,40,61,52,62,49,56,66,54,40,50,61,70,66,58,64,75,42,52,54,51,63,71,60,40,60,56,40,61,71,81,67,40,58,40,67,64,70,77,40,51,56,55,74,52,61,51,61,54,65,53,64,59,63,57,69,70,50,74,70
,ST237,62,74,67,41,40,59,62,78,41,44,41,40,91,55,62,50,57,77,72,78,49,50,70,66,50,58,65,72,64,50,60,50,64,72,69,66,71,62,43,68,68,62,70,50,41,40,74,42,46,81,65,61,64,61,54,61,50,68,64,58,80,78,75,60,81,70
,ST238,53,56,61,41,78,70,69,40,40,42,40,40,55,55,41,47,43,55,70,68,48,57,45,50,50,55,42,56,46,40,60,43,63,70,66,61,64,68,52,69,48,60,57,47,40,41,57,42,50,70,49,58,58,58,50,62,50,68,47,72,54,74,75,50,70,57
,ST239,63,56,56,45,44,71,64,50,59,44,57,45,86,72,62,53,47,52,81,78,61,59,70,80,50,62,53,64,71,73,50,53,65,72,66,70,71,97,41,68,56,67,66,50,61,47,54,53,60,80,61,81,55,52,51,78,50,75,65,70,68,74,66,72,80,61
,ST240,59,66,45,45,40,63,58,51,47,46,58,40,48,70,43,50,50,57,62,60,42,40,41,46,50,51,44,63,41,50,40,40,42,40,69,62,61,68,40,53,48,66,53,47,42,40,46,40,50,69,48,48,51,61,40,67,50,67,52,67,57,77,72,54,69,74
,ST241,51,59,64,40,49,66,49,54,49,52,71,40,60,83,51,63,52,60,54,72,56,64,71,50,63,70,55,62,64,71,40,54,56,46,72,73,70,70,52,76,59,71,54,57,60,47,51,53,80,74,60,72,56,58,57,72,67,71,59,71,65,74,76,60,74,64
,ST242,64,71,83,60,60,75,42,61,50,44,92,87,84,60,61,66,62,51,68,66,68,64,90,56,61,66,50,68,78,60,70,54,61,45,59,70,82,55,40,59,50,54,69,48,48,40,66,57,80,74,53,58,52,58,54,63,50,76,64,63,60,77,71,64,74,64
,ST243,69,57,64,57,53,59,62,44,57,56,62,66,67,60,49,57,67,57,76,58,56,66,70,56,50,66,61,59,53,50,40,46,69,65,59,65,53,82,46,73,50,67,76,66,76,51,46,59,60,80,63,79,46,58,57,74,66,77,71,76,83,74,74,74,80,76
,ST244,60,57,62,45,44,65,46,48,47,52,57,50,63,56,40,43,43,57,57,62,42,40,45,45,56,41,40,54,55,41,64,40,40,43,61,56,79,57,40,69,40,65,57,50,52,40,40,53,49,70,51,62,44,52,55,68,45,74,48,44,45,69,73,45,70,40
,ST245,66,54,78,41,68,74,67,55,64,62,76,73,95,55,62,60,73,72,70,64,75,74,85,71,50,56,46,54,46,62,45,60,73,71,81,67,73,92,47,86,88,70,75,83,52,58,57,77,78,75,72,84,71,64,66,88,68,77,65,75,83,74,72,73,75,75
,ST246,67,60,65,56,53,73,44,52,66,46,62,67,91,65,59,54,62,76,70,68,81,79,76,80,57,45,56,78,62,60,60,64,66,57,78,76,62,84,40,64,67,75,70,57,66,70,66,43,70,75,51,75,61,58,65,60,60,63,62,58,60,69,75,65,75,75
,ST247,54,58,77,45,42,68,57,50,46,50,50,68,66,68,45,60,67,55,57,60,66,51,71,65,52,59,60,58,62,61,53,53,68,41,64,78,75,82,50,71,66,65,66,61,42,63,46,40,70,68,51,62,58,47,48,58,67,70,52,77,75,74,73,77,68,64
,ST248,68,60,65,55,60,76,63,44,49,58,55,48,71,79,40,79,51,60,66,68,40,66,61,46,50,51,56,67,58,66,40,40,63,61,69,53,57,84,42,71,47,73,70,53,53,61,70,51,78,82,72,50,48,58,60,66,68,79,61,80,71,74,73,77,82,55
,ST249,70,60,41,41,69,66,60,41,46,46,40,51,60,50,43,48,51,47,61,66,58,40,46,40,50,62,40,57,52,40,50,40,45,50,72,41,53,62,50,60,40,61,62,50,42,55,51,50,45,70,46,48,55,47,48,74,50,65,44,52,48,77,72,40,70,57
,ST250,63,56,75,45,49,78,50,68,70,44,59,79,92,53,61,89,89,63,61,52,59,56,84,64,50,53,40,57,54,51,50,56,53,42,61,77,75,78,44,78,55,62,60,66,40,40,51,54,70,78,65,61,59,64,43,70,64,61,57,55,58,74,72,67,78,59
